"","X","id_offer","adress","type","price","currency","surface_grnd","surface_good","nb_room","nb_bathroom","lat","lng","colonia","municipio","estado","desc_good","detailedListings.i.","mode"
"27",27,65669127,"residencial zacatenco,  Residencial Zacatenco, Gustavo A. Madero","Departamento",1650000,"MN",80,80,2,1,19.5018363,-99.1217382,"Residencial Zacatenco","Gustavo A. Madero","Ciudad de México","DEPARTAMENTO AMPLIO Y BIEN UBICADO EN RESIDENCIAL ZACATENCO CDMX Departamento en Residencial Zacatenco en segundo piso de 4. Antigüedad de 35 años en semisótano. Este inmueble cuenta con 80 m2 de superficie. Está ubicado en Residencial Zacatenco una colonia tranquila y segura. El inmueble cuenta con 2 recámaras, 1 baño completo sala y comedor. En el departamento no cuenta con estacionamiento. $1,600,000 a tratar. Asesoramiento gratuito. HeyCasa inmobiliaria ¡ tu mejor opción! Márcanos o escríbenos Ver datos","https://www.inmuebles24.com/propiedades/-departamento-amplio-y-bien-ubicado-en-residencial-65669127.html","Venta"
"28",28,65847766,"Av. Lindavista,  Lindavista Norte, Gustavo A. Madero","Departamento",3500000,"MN",NA,120,3,2,NA,NA,"Lindavista Norte","Gustavo A. Madero","Ciudad de México","Departamento en Venta Lindavista Norte frente al Deportivo Miguel Alemán 120m2: Sala, Comedor, Cocina Integral, 3 recámaras, la principal con baño completo y vestidor, estudio/oficina, área de lavado, 1 lugar de estacionamiento, vigilancia las 24hrs. Cercano a principales avenidas, Bancos, Centros Comerciales, Colegios. Todo lo que necesitas, cerca de ti. Agenda tu cita, Coldwell Banker Magno. Citas con 24 horas de anticipación. *ES* EB-MC9146","https://www.inmuebles24.com/propiedades/departamento-en-venta-lindavista-norte-65847766.html","Venta"
"29",29,64926111,"Ambato,  Lindavista, Gustavo A. Madero","Departamento",3570000,"MN",120,120,2,2,NA,NA,"Lindavista","Gustavo A. Madero","Ciudad de México","Vive en una de las mejores zonas de Lindavista, en bonita calle cerrada con vigilancia, cerca de comercios, escuelas, transporte público, parques, etc.El condominio cuenta con vigilancia, elevador y solo 12 departamentos en total, 2 por piso.El departamento se encuentra en el segundo piso, es exterior y consta de: amplia estancia sala-comedor con un agradable balcón a todo lo largo de esta área social; cocina integral cerrada, con despensa; área de lavado y cuarto de servicio con baño, recámara principal con baño integrado y clóset tipo vestidor, recámara secundaria con clóset y otro baño completo para recámara secundaria y visitas. Cuenta con 1 lugar de estacionamiento, fijo techado e independiente, y una jaula de tendido en la azotea que funciona como  práctica bodega.Todo en muy buen estado de conservación y listo para actualizar a tu gusto.  ¡Aprovecha gran oportunidad y ven a conocerlo!. EasyBroker ID: EB-LG9589","https://www.inmuebles24.com/propiedades/excelente-oportunidad-amplio-departamento-en-64926111.html","Venta"
"30",30,62694331,"MIGUEL BERNARC ,  La Escalera, Gustavo A. Madero","Terreno / Lote",29500000,"MN",1093,70,NA,NA,NA,NA,"La Escalera","Gustavo A. Madero","Ciudad de México","SE RENTA O VENDE TERRENO UBICADO EN GUSTAVO A MADERO CON USO DE SUELO MIXTO H/3/30/M Y H/5 /30/M","https://www.inmuebles24.com/propiedades/super-terreno-62694331.html","Venta"
"31",31,65572746,"Coquimbo,  Lindavista, Gustavo A. Madero","Departamento",6200000,"MN",243,243,2,3,19.4934073,-99.1228959,"Lindavista","Gustavo A. Madero","Ciudad de México","¡¡¡EXCELENTE DEPARTAMENTO CON TERRAZA Y 2 ESTACIONAMIENTOS!!! PRECIO $6,200,000 A TRATAR  Metros de Construcción: 243 m2-PISO: 3-ESTADO: Acondicionado -RECAMARAS: 2 con opción a hacer una tercera-VESTIDOR: 1-CLOSETS: 3-BAÑOS: 3- BAÑO: 1-ESTANCIA/ COMEDOR-COCINA: Integral-ESTUDIO-ÁREA DE LAVADO Y CUARTO DE SERVICIO-ESTACIONAMIENTO: 2-ELEVADOR-VIGILANCIA -CONTROL DE ACCESOS-CCTVUbicado en la Lindavista, con amplios accesos que facilitan la movilidad hacia zonas de trabajo, así como oferta cercana de transporte público, zona tranquila y segura. Rodeado de restaurantes, bancos, centros comerciales, gimnasios, escuelas.CONTACTANOS TENEMOS MAS OPCIONES. EasyBroker ID: EB-LZ0223","https://www.inmuebles24.com/propiedades/venta-departamento-en-lindavista-65572746.html","Venta"
"32",32,65685449,"Norte 40 3605,  7 de Noviembre, Gustavo A. Madero","Terreno / Lote",3700000,"MN",210,NA,NA,NA,19.4607701,-99.1238577,"7 de Noviembre","Gustavo A. Madero","Ciudad de México","Se vende excelente terreno para inversionistas y desarrolladores esquina con Av. Rio Consulado, Uso de suelo habitacional con comercio planta baja, Niveles 3, Área libre 30, Densidad una vivienda cada 50 m2, Superficie máxima de construcción 441 m2, Numero de viviendas permitidas 4. H3 30 M Terreno 210 m2. 11 mts de frente 17 mts. de fondo.","https://www.inmuebles24.com/propiedades/venta-de-terreno-norte-40-7-de-noviembre-gustavo-a.-65685449.html","Venta"
"33",33,64161888,"Alicia , Guadalupe Tepeyac,  Guadalupe Tepeyac, Gustavo A. Madero","Edificio",18000000,"MN",256,755,10,3,NA,NA,"Guadalupe Tepeyac","Gustavo A. Madero","Ciudad de México","ASESOR: GUILLERMO MORENO Vendo edificio en esquina con uso MIXTO Se encuentra a una cuadra de Calzada de Guadalupe y una cuadra de Henry Ford, se encuentra en excelente estado, son 750 m2 de construcción en 3 niveles. Se puede rentar como oficinas departamentos y/o Locales comerciales. Para mayores informes y cita al teléfono de la publicación y Whatsapp al mismo número","https://www.inmuebles24.com/propiedades/gm9-edificio-en-venta-guadalupe-tepeyac-gam-64161888.html","Venta"
"34",34,63799938,"Calle Poniente,  Lindavista Vallejo, Gustavo A. Madero","Departamento",2693000,"MN",59,59,2,2,19.4882797,-99.1499558,"Lindavista Vallejo","Gustavo A. Madero","Ciudad de México","Nos encanta este edificio y por eso no pudimos decidirnos por un solo departamento, así que tenemos 4 opciones aquí para ti, en el 4 y 5 piso, cuenta con elevador; además dentro podrás disfrutar de  sus amenidades como salón de usos múltiples, área infantil, etc. Conoce los 4 y aparta el tuyo.El departamento que ves aquí cuenta con 59 m2 habitables y  tiene una excelente distribución entre estancia amplia y luminosa, cocina abierta, 2 recámaras, 2 baños completos y 1 cajón de estacionamiento.Su excelente ubicación te mantendrá conectado a todos los servicios ya que se encuentra próximo a Av. Ceylán, Calzada Vallejo, Eje Central Lázaro Cárdenas y Av. Fortuna.A sus alrededores encontrarás Parque Vía Vallejo, El Centro Deportivo Ferrocarrilero, El Deportivo Azcapotzalco, La Universidad Autónoma de México Campus Azcapotzalco, Parque Lindavista y mucho más. EasyBroker ID: EB-JO6355","https://www.inmuebles24.com/propiedades/departamento-en-venta-en-col.-lindavista-vallejo-63799938.html","Venta"
"35",35,65072987,"Camino Sur,  Campestre Aragón, Gustavo A. Madero","Departamento",1320000,"MN",48,48,1,1,19.4818356,-99.0792911,"Campestre Aragón","Gustavo A. Madero","Ciudad de México","Disfruta de vivir en un Bonito Departamento Remodelado en una excelente ubicación dentro de la Col. Campestre Aragón en la Alcaldía Gustavo A. Madero, en la CDMX, a solo 3 calles del Deportivo Hermanos Galeana!El departamento consta de las siguientes características:48.66 m2 de Construcción• 1 Recámara• 1 Baño Completo• Balcón• 1 cajón de estacionamiento en Batería• Ubicado en el Piso 2• Año de Construcción 2016 (6 años)• Gas Natural• CisternaPlus:Piso: Loseta cerámica en todo el departamentoCocina: Acabado en Melamina color rojo y loseta cerámica en murosBaños: Amplio baño con Loseta cerámica en piso, muros y regadera, cancel de cristal templado en regadera.Areas: Sala de TV y amplio balcón en la RecámaraPuede ver el tour 360 virtual para recorrer el departamento en este mismo anuncio ¡Disfrútelo!Precio de Venta: $1,320,000 mxn (Precio Fijo)Precio de Venta Infonavit con Gastos Notariales financiados: $1,465,000 mxn¡Remodelado!•Centro Comercial Cercanos: Coopel.•Parques Cercanos: Centro Recreativo.•Sumercados cercanos:  Bodega •Transporte Publico Cercano: Camión, Metro.¡Gánalo!Aprovecha esta oportunidad y contáctanos ahora para agendar una visita, todos los documentos están en regla listo para escriturar a tu nombre, se aceptan todos los créditos hipotecarios.Si aún no cuentas con un crédito hipotecario nosotros te podemos apoyar con uno de nuestros Brokers Certificados con todos los bancos quien conoce todas las soluciones hipotecarias del mercado para que te indique cual es la mejor opción para ti de acuerdo a tu perfil y plan financiero, la asesoría y gestión no tiene ningún costo, ¡es totalmente gratis!¡Contáctanos ahora!. EasyBroker ID: EB-LL8622","https://www.inmuebles24.com/propiedades/disfruta-de-vivir-en-un-bonito-y-moderno-depto-en-la-65072987.html","Venta"
"36",36,60947346,"Pernambuco,  Lindavista, Gustavo A. Madero","Oficina",19000000,"MN",306,648,NA,4,19.4896734,-99.1272521,"Lindavista","Gustavo A. Madero","Ciudad de México","Ver datos, Lindavista, Edificio en Venta, entre Av. Montevideo y Buenavista, desarrollado en 3 niveles, cuenta con 5 oficinas en cada nivel, 4 baños completos y 5 medios baños, circuito cerrado, puerta electrica, muebles, sistema Alexa en la oficina principal.","https://www.inmuebles24.com/propiedades/cev10108-lindavista-edificio-en-venta-60947346.html","Venta"
"37",37,64877444,"Insurgentes Norte 1748,  Tepeyac Insurgentes, Gustavo A. Madero","Departamento",3390000,"MN",NA,52,2,1,19.4881979,-99.1220193,"Tepeyac Insurgentes","Gustavo A. Madero","Ciudad de México","Departamento en desarrollo nuevo 52 m2 de construcción Dos recámaras 1 baño completo Sala - comedor Cocina equipada abierta 1 lugar de estacionamiento","https://www.inmuebles24.com/propiedades/vendo-departamento-en-insurgentes-norte-excelente-64877444.html","Venta"
"38",38,65400566,"GENERAL PEDRO MARIA ANAYA 223,  15 de Agosto, Gustavo A. Madero","Departamento",1100000,"MN",80,80,2,1,19.4864748,-99.1042245,"15 de Agosto","Gustavo A. Madero","Ciudad de México","Obtén tu nuevo patrimonio familiar con una ubicación privilegiada, rodeada por las principales vías de comunicación, medios de transporte, mercados, centros comerciales, escuelas, bancos, hospitales y zonas de recreación Únicamente capital propio ¡¡¡Agenda tu cita y conoce más detalles de tu nueva casa!!! Tu sueño inicia aquí…","https://www.inmuebles24.com/propiedades/venta-departamento-ciudad-de-mexico-gustavo-a.-madero-65400566.html","Venta"
"39",39,65345662,"Manuel Luis Stampa Ortigosa 308,  Torres Lindavista, Gustavo A. Madero","Departamento",2800000,"MN",76,68,2,2,19.5100689,-99.1406462,"Torres Lindavista","Gustavo A. Madero","Ciudad de México","Baja de precio ! Edificio de solo 12 departamentos, en ubicación privilegiada, frente a Plaza Torres Lindavista, vías principales: Eje Central, Miguel Othón de Mendizabal, etc. Metro IPN. Departamento en piso 6, con excelente distribución: - Sala - Comedor - Amplia cocina integral con desayunado - Recámara principal espaciosa con clóset y baño completo - Recámara 2 - Baño para visitas y recámara 2. - 1 Estacionamiento independendiente. NOTA: No incluye mobiliario. 68 M2 habitables mas cajón de estacionamiento. Se aceptan créditos. Nosotros lo tramitamos. - Los gastos de escrituración, honorarios del Notario, dictamen estructural, avalúo e impuestos no están incluidos en el precio de venta publicado. - El precio total del inmueble en operaciones con financiamiento bancario, se determinará en función de las variables del crédito hipotecario correspondientes a cada institución.","https://www.inmuebles24.com/propiedades/venta-departamento-en-lindavista-frente-a-plaza-65345662.html","Venta"
"40",40,64383590,"Calzada de los Misterios esquina calle Romo Anguiano.,  Industrial, Gustavo A. Madero","Terreno / Lote",10700000,"MN",324,NA,NA,NA,19.4703513,-99.1241896,"Industrial","Gustavo A. Madero","Ciudad de México","La venta del Terreno incluye proyecto y licencias de construcción para hacer 10 TownHouse de dos niveles cada uno para un total de mil metros habitables privativos vendibles. El precio incluye, el proyecto arquitectónico, proyecto ejecutivo, proyecto estructural, proyecto de instalaciones, licencias, permisos de demolición y construcción completos. Tipo de obra: Obra Nueva Zonificación: Habitacional, 20% de área libre, 4 niveles, densidad A (1 Viv. c/33 m2 de terreno) Superficie Máxima de Construcción Permitida S.N.B. 1422.29 m2 Superficie del Predio: 323.75 m2 Superficie de desplante del proyecto : 259.00 m2 Área libre: 64.75 m2 La superficie de demolición: 620.00 m2 cubicación de excavación: 1744.84 m","https://www.inmuebles24.com/propiedades/excelente-terreno-a-la-venta-con-proyecto-y-licencias-64383590.html","Venta"
"41",41,64559036,"Av. Ticomán 1145,  Santa Maria Ticoman, Gustavo A. Madero","Terreno comercial",24000000,"MN",1925,NA,NA,NA,19.5129594,-99.1341791,"Santa Maria Ticoman","Gustavo A. Madero","Ciudad de México","Ubicado frente a la estación Ticomán del Cable Bus. 1925 M2 totalmente planos, frente de 45 MT, ideal plaza comercial, tienda de conveniencia, farmacia, mueblería, o departamentos interés medio. Contamos con un avalúo de $38,000,000 rematamos en $24,000,000. (Gastos de escrituración, impuestos, derechos no incluidos en el precio)","https://www.inmuebles24.com/propiedades/se-vende-excelente-terreno-comercial-en-ticoman-64559036.html","Venta"
"42",42,65762749,"San Juan de Aragon 439,  DM Nacional, Gustavo A. Madero","Departamento",1400000,"MN",60,60,2,1,19.4776811,-99.0953458,"DM Nacional","Gustavo A. Madero","Ciudad de México","VENTA DE DEPARTAMENTO EN GUSTAVO A MADERO T= 60 m2 C= 60m2 Piso 5 Consta de Sala, Cocina (Cocineta), Comedor, 2 Recamaras, 1 Baño completo, Área de lavado, 1 Estacionamiento. Frente a Walmart, Plaza Tepeyac, Metrobús San Juan de Aragón, Clínica 23 del IMSS, La Plaza Oriente, etc.","https://www.inmuebles24.com/propiedades/venta-de-departamento-en-gustavo-a-madero-65762749.html","Venta"
"43",43,65938864,"Patria 333, La Laguna Ticoman, Gustavo A. Madero, 07340 Ciudad de México, CDMX,  La Laguna TicomAn, Gustavo A. Madero","Terreno / Lote",2900595,"MN",486,676,2,2,19.5116542,-99.1303962,"La Laguna TicomAn","Gustavo A. Madero","Ciudad de México","INMOBILIARIA BUSINESS WORLD PONE EN VENTA INVERSIÓN INICIAL $903,600 EXCELENTE OPORTUNIDAD PARA INVERTIR POR UN FUTURO Pasos a seguir de una Adquisición: 1-PAGO DE CONTADO (ningún tipo de crédito) 2- NO SE PUEDE VER POR DENTRO EL DENTRO YA QUE EL DEUDOR PUEDE HABITAR LA PROPIEDAD (Nosotros llevamos el desalojo y revisión de la propiedad ) 3-ENTREGA DE 6 A 8 MESES Esto con un contrato , se entrega Escriturada y Libre de Adeudos *Garantizamos tu inversión, nos apegamos a todas las leyes y estatus Fiscales, Civiles y Mercantiles a través de un contrato físico *Asesoría 24/7 desde tu primer llamada *TODO ES ANTE UN CONTRATO * *****AGENDE SU CITA EN NUESTRAS OFICINAS EN POLANCO**** Asesor VICTORIA VEGA","https://www.inmuebles24.com/propiedades/rematealmacen-ticomang.-a.-m-65938864.html","Venta"
"44",44,65847766,"Av. Lindavista,  Lindavista Norte, Gustavo A. Madero","Departamento",3500000,"MN",NA,120,3,2,NA,NA,"Lindavista Norte","Gustavo A. Madero","Ciudad de México","Departamento en Venta Lindavista Norte frente al Deportivo Miguel Alemán 120m2: Sala, Comedor, Cocina Integral, 3 recámaras, la principal con baño completo y vestidor, estudio/oficina, área de lavado, 1 lugar de estacionamiento, vigilancia las 24hrs. Cercano a principales avenidas, Bancos, Centros Comerciales, Colegios. Todo lo que necesitas, cerca de ti. Agenda tu cita, Coldwell Banker Magno. Citas con 24 horas de anticipación. *ES* EB-MC9146","https://www.inmuebles24.com/propiedades/departamento-en-venta-lindavista-norte-65847766.html","Venta"
"45",45,65669127,"residencial zacatenco,  Residencial Zacatenco, Gustavo A. Madero","Departamento",1650000,"MN",80,80,2,1,19.5018363,-99.1217382,"Residencial Zacatenco","Gustavo A. Madero","Ciudad de México","DEPARTAMENTO AMPLIO Y BIEN UBICADO EN RESIDENCIAL ZACATENCO CDMX Departamento en Residencial Zacatenco en segundo piso de 4. Antigüedad de 35 años en semisótano. Este inmueble cuenta con 80 m2 de superficie. Está ubicado en Residencial Zacatenco una colonia tranquila y segura. El inmueble cuenta con 2 recámaras, 1 baño completo sala y comedor. En el departamento no cuenta con estacionamiento. $1,600,000 a tratar. Asesoramiento gratuito. HeyCasa inmobiliaria ¡ tu mejor opción! Márcanos o escríbenos Ver datos","https://www.inmuebles24.com/propiedades/-departamento-amplio-y-bien-ubicado-en-residencial-65669127.html","Venta"
